"Id","Predicted"
5895,0.11322695661579087
7122,0.578708761959441
6173,0.11322695661579087
6142,0.11322695661579087
5358,0.13077887031768898
6095,0.11322695661579087
6878,0.11322695661579087
6554,0.11322695661579087
6793,0.11322695661579087
7286,0.11322695661579087
6076,0.11322695661579087
5134,0.11322695661579087
5419,0.4279198259013057
6255,0.5883586293587367
5656,0.11322695661579087
6934,0.19722205698602974
6028,0.11322695661579087
6490,0.11322695661579087
6415,0.3141275735447681
7087,0.11322695661579087
5420,0.11322695661579087
5977,0.12935174142477351
6824,0.11322695661579087
5207,0.12935174142477351
7115,0.13077887031768898
7250,0.11322695661579087
6010,0.11322695661579087
6088,0.11322695661579087
5682,0.11322695661579087
7201,0.11322695661579087
6938,0.11322695661579087
6875,0.11322695661579087
5953,0.11322695661579087
5942,0.11322695661579087
5382,0.11322695661579087
6377,0.11322695661579087
5931,0.11322695661579087
5992,0.11322695661579087
5790,0.1393464437811189
6753,0.1293464437811189
6562,0.11322695661579087
7046,0.20933312276942467
5868,0.16354366895388892
5784,0.11322695661579087
5878,0.11322695661579087
5110,0.11322695661579087
5210,0.11322695661579087
7230,0.11322695661579087
5005,0.11322695661579087
6871,0.11322695661579087
5363,0.5641317779444883
7253,0.11322695661579087
6055,0.11322695661579087
5072,0.11322695661579087
6913,0.11322695661579087
6386,0.11322695661579087
5634,0.11322695661579087
5758,0.5669540324377477
6819,0.11322695661579087
7088,0.11322695661579087
5039,0.11322695661579087
5532,0.11322695661579087
6037,0.11322695661579087
6322,0.12191197190631073
6887,0.11322695661579087
6660,0.15905264931067298
5451,0.11322695661579087
6014,0.11322695661579087
5556,0.11322695661579087
6346,0.11322695661579087
5850,0.11322695661579087
5940,0.11322695661579087
7119,0.11322695661579087
5253,0.11322695661579087
6851,0.5585473623600727
6695,0.11322695661579087
6908,0.11322695661579087
7255,0.11322695661579087
5674,0.11322695661579087
6278,0.13084745577727847
5486,0.2501511653510482
5174,0.11322695661579087
6621,0.11322695661579087
6313,0.12219570661579084
6435,0.11322695661579087
6970,0.11322695661579087
6310,0.11322695661579087
5932,0.11322695661579087
6877,0.11322695661579087
6763,0.11322695661579087
7085,0.5761848016685168
7049,0.11322695661579087
6959,0.11322695661579087
5214,0.11322695661579087
6350,0.11322695661579087
5063,0.5457276270387889
5041,0.11322695661579087
5086,0.11322695661579087
6942,0.11322695661579087
5270,0.12219570661579084
6705,0.11322695661579087
7051,0.14934644378111891
6758,0.11322695661579087
6249,0.11322695661579087
5808,0.11322695661579087
5377,0.11322695661579087
5446,0.12219570661579084
5856,0.11322695661579087
4986,0.11322695661579087
7001,0.11322695661579087
6677,0.11322695661579087
6665,0.11322695661579087
5817,0.31097273743434495
6984,0.11322695661579087
6541,0.11322695661579087
5117,0.11322695661579087
6097,0.11322695661579087
5389,0.11322695661579087
7219,0.11322695661579087
6338,0.11322695661579087
6922,0.11322695661579087
5367,0.11322695661579087
5638,0.11322695661579087
5830,0.1122853981742324
5338,0.11322695661579087
6007,0.11322695661579087
6612,0.2025893857357114
5718,0.1122853981742324
6104,0.11322695661579087
5229,0.11322695661579087
6625,0.2701511653510481
5206,0.11322695661579087
5963,0.11322695661579087
4990,0.11322695661579087
6641,0.11322695661579087
5369,0.11322695661579087
6196,0.11322695661579087
5236,0.11322695661579087
5719,0.11322695661579087
5643,0.3699657827403569
7050,0.11322695661579087
6355,0.11322695661579087
6688,0.11322695661579087
6239,0.11322695661579087
5531,0.11322695661579087
6113,0.11322695661579087
7181,0.11322695661579087
6118,0.11322695661579087
7264,0.11322695661579087
5343,0.11322695661579087
5051,0.11322695661579087
5779,0.11322695661579087
6605,0.11322695661579087
6655,0.11322695661579087
6534,0.5487740952820599
5681,0.11322695661579087
6607,0.11322695661579087
6242,0.11322695661579087
7242,0.11322695661579087
7277,0.11322695661579087
6675,0.11322695661579087
5398,0.11322695661579087
5956,0.11322695661579087
5731,0.2701511653510481
6956,0.11322695661579087
6437,0.11322695661579087
5447,0.5528368580107316
5973,0.12803145907163882
6075,0.1122853981742324
5281,0.17260211051233046
5103,0.11322695661579087
6468,0.11322695661579087
7209,0.5725026731352854
5584,0.11322695661579087
4988,0.5164513842796497
6502,0.11322695661579087
5651,0.11322695661579087
4962,0.11322695661579087
5862,0.11322695661579087
7199,0.11322695661579087
6727,0.11322695661579087
7279,0.11322695661579087
6544,0.1122853981742324
5933,0.11322695661579087
6574,0.11322695661579087
6399,0.11322695661579087
7187,0.11322695661579087
6353,0.1122853981742324
5043,0.27181783201771487
5469,0.5357035172280914
5976,0.6751943809122491
6059,0.11322695661579087
5799,0.11322695661579087
6147,0.11322695661579087
6254,0.11322695661579087
7100,0.1735436689538889
7147,0.5576148039484121
5909,0.11322695661579087
7037,0.11322695661579087
5782,0.11322695661579087
6237,0.6071698595739012
6552,0.11322695661579087
7067,0.11322695661579087
5320,0.11322695661579087
5930,0.1393464437811189
6486,0.1625180279282479
5245,0.11322695661579087
6643,0.11322695661579087
5260,0.11322695661579087
5569,0.5911562053197258
7110,0.11322695661579087
7139,0.11322695661579087
6791,0.2670809340615592
5360,0.11322695661579087
5287,0.11322695661579087
6553,0.11322695661579087
7072,0.11322695661579087
6044,0.11322695661579087
5332,0.11322695661579087
6866,0.16354366895388892
6633,0.11322695661579087
6926,0.11322695661579087
6442,0.11322695661579087
5889,0.11322695661579087
5765,0.13696694294260653
5124,0.11322695661579087
5491,0.5064948007146319
6730,0.11322695661579087
7151,0.11322695661579087
5140,0.11322695661579087
7171,0.12084745577727847
6568,0.12219570661579084
6861,0.11322695661579087
6855,0.11322695661579087
7129,0.11322695661579087
5384,0.11322695661579087
6859,0.11322695661579087
5772,0.11322695661579087
5665,0.11322695661579087
6495,0.11322695661579087
5061,0.11322695661579087
6948,0.11322695661579087
5773,0.4387503917867865
6052,0.11322695661579087
6682,0.4745217003393451
6083,0.596944056077088
6962,0.38429877138913504
5158,0.11322695661579087
6464,0.11322695661579087
5172,0.11322695661579087
5582,0.11322695661579087
6136,0.11322695661579087
6235,0.11322695661579087
6508,0.11322695661579087
4968,0.11322695661579087
6632,0.11322695661579087
7195,0.11322695661579087
5525,0.11322695661579087
6320,0.3125638219560431
6766,0.11322695661579087
6872,0.11322695661579087
5906,0.11322695661579087
7172,0.11322695661579087
6571,0.11322695661579087
5616,0.11322695661579087
6312,0.19204968843503561
6470,0.11322695661579087
5147,0.1393517414247735
5501,0.11322695661579087
6436,0.2925616549430258
5699,0.12219570661579084
5313,0.11322695661579087
6234,0.11322695661579087
6569,0.11322695661579087
7202,0.11322695661579087
5683,0.11322695661579087
5034,0.11322695661579087
5435,0.11322695661579087
5815,0.11322695661579087
5589,0.40770484480397157
6746,0.11322695661579087
6790,0.11322695661579087
6857,0.11322695661579087
6450,0.11322695661579087
7221,0.11322695661579087
5527,0.11322695661579087
5620,0.11322695661579087
6215,0.11322695661579087
7167,0.11322695661579087
5823,0.11322695661579087
6207,0.11322695661579087
6932,0.11322695661579087
5669,0.11322695661579087
5154,0.11322695661579087
7168,0.11322695661579087
5585,0.2038393857357114
7200,0.12022836480139688
6539,0.11322695661579087
5774,0.11322695661579087
6357,0.11322695661579087
5042,0.11322695661579087
5015,0.11322695661579087
5354,0.11322695661579087
6054,0.11322695661579087
7295,0.11322695661579087
5365,0.42770484480397164
6755,0.11322695661579087
5991,0.501808440902662
7035,0.11322695661579087
5893,0.15251802792824795
7164,0.11322695661579087
5304,0.11322695661579087
5561,0.11322695661579087
5520,0.11322695661579087
5241,0.11322695661579087
7096,0.11322695661579087
6078,0.11322695661579087
5046,0.11322695661579087
5334,0.11322695661579087
6969,0.11322695661579087
6821,0.1122853981742324
5760,0.11322695661579087
5614,0.11322695661579087
7091,0.11322695661579087
5698,0.11322695661579087
5169,0.11322695661579087
7294,0.11322695661579087
5318,0.4766785739780787
5368,0.11322695661579087
6923,0.11322695661579087
5463,0.11322695661579087
5265,0.11322695661579087
6321,0.11322695661579087
5226,0.11322695661579087
6868,0.11322695661579087
4967,0.41466776349829987
5293,0.11322695661579087
5865,0.1122853981742324
5841,0.11322695661579087
5526,0.11322695661579087
6852,0.11322695661579087
6469,0.11322695661579087
6168,0.11322695661579087
7292,0.12219570661579084
5036,0.11322695661579087
5644,0.11322695661579087
6856,0.11322695661579087
5428,0.1122853981742324
5027,0.11322695661579087
4989,0.11322695661579087
5221,0.11322695661579087
6402,0.11322695661579087
5346,0.1122853981742324
6748,0.11322695661579087
